classroom_name,session,avg_progress,n_activities,n_completed,n_students,completion_rate
School_16 식량안보,11.0,0.9755291190476191,42,39,14,0.9285714285714286
School_16 식량안보,12.0,0.7806122346938775,98,75,14,0.7653061224489796
School_16 식량안보,13.0,0.6632653061224489,98,63,14,0.6428571428571429
School_16 식량안보,14.0,0.7410714285714286,56,40,14,0.7142857142857143
School_16 식량안보,15.0,0.5535714285714286,84,43,14,0.5119047619047619
School_17 해양쓰레기,1.0,0.7033803071428572,140,94,14,0.6714285714285714
School_17 해양쓰레기,2.0,0.689185130952381,84,53,14,0.6309523809523809
School_17 해양쓰레기,3.0,0.6160515465306122,98,58,14,0.5918367346938775
School_17 해양쓰레기,4.0,0.7371438978571428,280,201,14,0.7178571428571429
School_17 해양쓰레기,5.0,0.7794139857142858,140,107,14,0.7642857142857142
School_17 해양쓰레기,6.0,0.8232142857142858,112,90,14,0.8035714285714286
School_17 해양쓰레기,7.0,0.7471665357142857,168,120,14,0.7142857142857143
School_17 해양쓰레기,8.0,0.43518707142857144,140,55,14,0.39285714285714285
School_17 해양쓰레기,9.0,0.11577379464285713,112,10,14,0.08928571428571429
School_17 해양쓰레기,10.0,0.5694674285714286,84,42,14,0.5
School_17 해양쓰레기,11.0,0.18877551020408162,98,18,14,0.1836734693877551
School_17 해양쓰레기,12.0,0.16326530612244897,98,13,14,0.1326530612244898
School_17 해양쓰레기,13.0,0.12946428571428573,112,13,14,0.11607142857142858
School_17 해양쓰레기,14.0,0.11428571428571428,70,7,14,0.1
School_17 해양쓰레기,15.0,0.6547619047619048,84,54,14,0.6428571428571429
School_18 식량안보,1.0,0.35458751111111114,135,45,15,0.3333333333333333
School_18 식량안보,2.0,0.3783881362962963,135,47,15,0.34814814814814815
School_18 식량안보,3.0,0.3513484666666667,120,36,15,0.3
School_18 식량안보,4.0,0.4387477418181819,165,56,15,0.3393939393939394
School_18 식량안보,5.0,0.5030448933333334,60,19,15,0.31666666666666665
School_18 식량안보,6.0,0.6541768333333333,60,29,15,0.48333333333333334
School_18 식량안보,7.0,0.6086680380952382,105,53,15,0.5047619047619047
School_18 식량안보,8.0,0.14374602666666667,75,8,15,0.10666666666666667
School_18 식량안보,9.0,0.30332025333333335,75,13,15,0.17333333333333334
School_18 식량안보,10.0,0.42227895,60,15,15,0.25
School_18 식량안보,11.0,0.3808642222222222,45,10,15,0.2222222222222222
